label,hand,data0,data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,data29,data30,data31,data32,data33,data34,data35,data36,data37,data38,data39,data40,data41
0,0,0.32275132275132273,1.0,0.6190476190476191,0.9627659574468085,0.873015873015873,0.5797872340425532,0.9153439153439153,0.23936170212765956,0.947089947089947,0.0,0.873015873015873,0.35638297872340424,0.947089947089947,0.18617021276595744,0.9947089947089947,0.10638297872340426,1.0,0.015957446808510637,0.5925925925925926,0.26063829787234044,0.656084656084656,0.010638297872340425,0.582010582010582,0.3670212765957447,0.5132275132275133,0.5851063829787234,0.30158730158730157,0.24468085106382978,0.3439153439153439,0.031914893617021274,0.328042328042328,0.40425531914893614,0.30158730158730157,0.601063829787234,0.0,0.2978723404255319,0.010582010582010581,0.22340425531914893,0.015873015873015872,0.4734042553191489,0.021164021164021163,0.5851063829787234
0,0,0.23076923076923078,1.0,0.565934065934066,0.9886363636363636,0.8351648351648352,0.6647727272727273,0.9175824175824177,0.3181818181818182,0.9450549450549451,0.06818181818181818,0.8461538461538463,0.3522727272727273,0.9560439560439561,0.14204545454545456,0.9945054945054946,0.045454545454545456,1.0,0.005681818181818182,0.576923076923077,0.24431818181818182,0.6703296703296704,0.0,0.6043956043956045,0.32954545454545453,0.543956043956044,0.6022727272727273,0.29120879120879123,0.21022727272727273,0.35714285714285715,0.03409090909090909,0.3351648351648352,0.39772727272727276,0.30219780219780223,0.6704545454545455,0.0,0.2556818181818182,0.06043956043956045,0.17613636363636365,0.07142857142857144,0.44886363636363635,0.07142857142857144,0.625
0,0,0.0,1.0,0.4444444444444445,0.7978142076502732,0.7179487179487181,0.5081967213114754,0.8376068376068377,0.2459016393442623,0.9658119658119659,0.07103825136612021,0.6410256410256411,0.19672131147540983,0.9230769230769231,0.02185792349726776,1.0,0.19672131147540983,0.9059829059829061,0.3442622950819672,0.45299145299145305,0.18579234972677597,0.7179487179487181,0.0,0.7692307692307693,0.24043715846994534,0.6752136752136753,0.39344262295081966,0.2478632478632479,0.19672131147540983,0.4957264957264958,0.0273224043715847,0.5641025641025642,0.26229508196721313,0.4871794871794872,0.41530054644808745,0.0,0.23497267759562843,0.25641025641025644,0.07650273224043716,0.36752136752136755,0.2459016393442623,0.3162393162393163,0.3825136612021858
0,0,0.0759493670886076,0.9999999999999999,0.4430379746835443,0.7969543147208121,0.6835443037974683,0.5025380710659898,0.8354430379746836,0.25380710659898476,1.0,0.08629441624365482,0.550632911392405,0.19289340101522842,0.7848101265822784,0.02030456852791878,0.8481012658227848,0.20304568527918782,0.7911392405063291,0.34010152284263956,0.4050632911392405,0.17258883248730963,0.6708860759493671,0.0,0.6962025316455696,0.25380710659898476,0.6265822784810127,0.3959390862944162,0.22784810126582278,0.16243654822335024,0.5126582278481012,0.04568527918781726,0.5316455696202531,0.3045685279187817,0.4430379746835443,0.4416243654822335,0.0,0.17766497461928932,0.2911392405063291,0.08121827411167512,0.35443037974683544,0.27411167512690354,0.2911392405063291,0.3908629441624365
0,0,0.1141552511415525,1.0,0.4200913242009132,0.9798387096774194,0.726027397260274,0.6693548387096774,0.8858447488584474,0.3911290322580645,1.0,0.1693548387096774,0.7031963470319634,0.36693548387096775,0.8538812785388128,0.12903225806451613,0.9497716894977168,0.06854838709677419,0.958904109589041,0.0,0.4931506849315068,0.31048387096774194,0.6940639269406392,0.125,0.639269406392694,0.43548387096774194,0.5251141552511416,0.5685483870967741,0.2648401826484018,0.3024193548387097,0.4520547945205479,0.1774193548387097,0.4155251141552511,0.4798387096774193,0.3013698630136986,0.5967741935483871,0.0,0.3185483870967742,0.1963470319634703,0.27419354838709675,0.2100456621004566,0.4959677419354839,0.1232876712328767,0.5685483870967741
0,0,0.07480314960629922,1.0,0.33858267716535434,0.991501416430595,0.6141732283464567,0.7960339943342777,0.7716535433070866,0.6118980169971672,0.8818897637795275,0.4419263456090652,0.6456692913385826,0.5354107648725213,0.8188976377952756,0.3002832861189802,0.9291338582677166,0.1473087818696884,1.0,0.0,0.43700787401574803,0.4929178470254958,0.6181102362204725,0.4050991501416431,0.5433070866141733,0.6430594900849859,0.4448818897637795,0.71671388101983,0.22834645669291337,0.4957507082152975,0.40551181102362205,0.4390934844192635,0.35826771653543305,0.6572237960339944,0.25196850393700787,0.708215297450425,0.0,0.5155807365439093,0.16929133858267717,0.5155807365439093,0.15354330708661418,0.6713881019830029,0.05511811023622047,0.6968838526912181
0,0,0.04247104247104247,1.0,0.3281853281853282,0.9616438356164384,0.6061776061776062,0.7698630136986302,0.7606177606177607,0.5753424657534246,0.8610038610038611,0.40821917808219177,0.640926640926641,0.4958904109589041,0.8146718146718147,0.273972602739726,0.9227799227799228,0.136986301369863,1.0,0.0,0.4362934362934363,0.4684931506849315,0.6216216216216216,0.3561643835616438,0.5598455598455598,0.6,0.47104247104247104,0.6767123287671233,0.22779922779922782,0.4794520547945206,0.42084942084942084,0.4136986301369863,0.37451737451737455,0.6328767123287671,0.27413127413127414,0.6712328767123288,0.0,0.5123287671232877,0.18146718146718147,0.4849315068493151,0.1776061776061776,0.6383561643835617,0.09266409266409267,0.6575342465753424
0,0,0.20476190476190478,1.0,0.4285714285714286,0.9757085020242915,0.6190476190476191,0.8299595141700405,0.7333333333333334,0.6761133603238867,0.8666666666666667,0.5748987854251012,0.6333333333333334,0.6275303643724697,0.8285714285714286,0.3481781376518219,0.9238095238095239,0.16194331983805668,1.0,0.0,0.43333333333333335,0.5668016194331984,0.5095238095238096,0.6072874493927125,0.48571428571428577,0.7935222672064778,0.46666666666666673,0.8866396761133604,0.22380952380952382,0.5870445344129555,0.27142857142857146,0.7044534412955465,0.24761904761904763,0.8947368421052632,0.21904761904761907,0.9838056680161943,0.02380952380952381,0.6396761133603239,0.05714285714285715,0.7692307692307693,0.03333333333333334,0.9230769230769231,0.0,0.9878542510121457
0,0,0.20289855072463767,1.0,0.4154589371980676,0.9763779527559056,0.6183574879227053,0.8307086614173228,0.714975845410628,0.6850393700787402,0.821256038647343,0.5826771653543307,0.6521739130434783,0.6141732283464567,0.8405797101449275,0.32677165354330706,0.932367149758454,0.14960629921259844,1.0,0.0,0.4444444444444444,0.5748031496062992,0.5169082125603864,0.6062992125984252,0.4830917874396135,0.8149606299212598,0.43961352657004826,0.9291338582677166,0.2222222222222222,0.6062992125984252,0.26570048309178745,0.6771653543307087,0.25120772946859904,0.8661417322834646,0.2222222222222222,0.968503937007874,0.0,0.6811023622047244,0.03864734299516908,0.7637795275590551,0.02898550724637681,0.9173228346456693,0.004830917874396135,0.9921259842519685
0,0,0.23043478260869565,1.0,0.45217391304347826,0.96415770609319,0.6521739130434783,0.7992831541218638,0.7304347826086957,0.6415770609318996,0.8130434782608695,0.5304659498207885,0.6608695652173913,0.5913978494623656,0.8434782608695652,0.31899641577060933,0.9304347826086956,0.14336917562724014,1.0,0.0,0.43478260869565216,0.5663082437275986,0.5043478260869565,0.5089605734767025,0.47391304347826085,0.7419354838709677,0.43478260869565216,0.899641577060932,0.21304347826086956,0.5985663082437276,0.2608695652173913,0.5806451612903226,0.2608695652173913,0.8028673835125448,0.24347826086956523,0.9390681003584229,0.0,0.6774193548387096,0.017391304347826087,0.6881720430107527,0.013043478260869566,0.8530465949820788,0.0,0.942652329749104
